ssn4,ssn,zip,dob,r,g,ln,fn,ed,src,id
3251,007593251,02145,19571012,AIAN,OTHER,ALLIK,OWVEN,20230414,D2,559db1b8d80cabf90339fd58031d6280
8992,007968992,04350,19110322,ASIAN,OTHER,BRUINEWOUD,JACK,20230414,D0,23eb11e8c5a35db356532bb412b58c6c
7061,006547061,06025,19830519,ASIAN,OTHER,HOERNER,SONJA,20230414,D1,3aa42c35c755478379d01f4872cab00a
8241,008598241,06009,19150525,ASIAN,OTHER,GILBERTSON,ROBBIE,20230414,D2,be2f008db9c74145d48f1786916ae29b
8506,001268506,06026,19420808,ASIAN,OTHER,DORSEY,NICHOLAS,20230414,D2,184c5963917fba566a3cebbc8c1f8087
3270,003833270,02680,19980904,ASIAN,OTHER,GRAETZER,ETHAN,20230414,D2,1cb9790cb9116570a93c08b4a3c285ea
5916,009005916,03073,19010721,ASIAN,OTHER,DE BOAR,,20230414,D2,4073c18fabeeb45b853b4c0863b25ffd
2931,009632931,04211,19080319,ASIAN,OTHER,HUMPHREYS,,20230414,D0,2131bca025a0a19923c84d6d6e62cb4f
3707,006883707,03019,19400228,ASIAN,OTHER,LODGE,KARLI,20230414,D2,b2e00fb121114e6069b88fdaea4e5730
1644,003831644,00676,,ASIAN,OTHER,EVERETT,KIERAN,20230414,D0,2a4bbf76df639e0dce49cb6405f43702
1096,008831096,02205,19710623,ASIAN,OTHER,CHANDLER,KELSEA,20230414,D0,3894831fa76f2f74dfb2f70c190c0b3f
5674,008455674,03909,19051205,ASIAN,OTHER,WARDLE,CONNOR,20230414,D0,60b9f167f714b0aea2e04bd8472aa171
5993,002675993,03214,19330429,ASIAN,OTHER,REID,JACK,20230414,D0,c93d746677d94c828c6f54413f388b1d
4897,001074897,02603,19950619,ASIAN,OTHER,DESSART,KAZUKI,20230414,D1,a10880215414e28c35c68b2c799a9f9c
3057,009393057,04350,19980609,ASIAN,OTHER,LANSDELL,AIMEE,20230414,D1,0c258c8faec3ae640ea19aed6105159b
7283,007777283,02090,19110421,ASIAN,OTHER,MICKE,JED,20230414,D1,21bb82cb221bbf30959632908e3ce1a7
9163,007189163,04558,19420623,ASIAN,OTHER,HANK,ALEC,20230414,D0,6f9a2a2fafe0fa4b4afc98789ed63a56
1053,004911053,04849,19891212,ASIAN,OTHER,MORCOM,JESSICA,20230414,D1,fa102968f57509b019effc74b78b4dd3
7097,003317097,02765,19160219,ASIAN,OTHER,CLARKE,SAMUEL,20230414,D1,c3f798dc6da1d9c9d6aafabbf8627646
1642,005251642,04075,19440816,ASIAN,OTHER,MONJEAN,ETHAN,20230414,D1,86c600f87db0cf41488273be6c08e3c1
0659,009590659,02261,19230926,ASIAN,OTHER,SKEEN,JASMINE,20230414,D2,fbde46717203b7e126a23ab811863691
2988,003632988,05091,19960102,ASIAN,OTHER,GULLIVER,ABBEY,20230414,D2,1ada856cad28d0d42b0e068ede551e42
2782,007092782,06016,19300404,ASIAN,OTHER,DIMITRIJEVICH,SHELBEY,20230414,D2,7546328940ba7656e902f2b327cf3587
3117,008083117,06015,19770614,ASIAN,OTHER,PERRE,MAX,20230414,D1,4fd15ec5b27f20117d851cfa71a70012
8182,004318182,02047,19440114,ASIAN,OTHER,NICOLL,JACL,20230414,D2,7584f6d58c9c8671e48d5664254c78c7
3909,004213909,02602,19670520,ASIAN,OTHER,COLLINSON,HENRY,20230414,D0,fc92d45b494b5c59bf470ae0acd6d635
9234,003669234,04350,19400913,ASIAN,OTHER,MCCARTHY,RHYS,20230414,D1,24c92d06512c89ee601cd0030d188223
0908,001640908,04152,19380502,ASIAN,OTHER,MAINSBRIDGE,BENJAMIN,20230414,D1,8a3e40af2e8915e24cb8ef523a26a06f
5676,004555676,02315,19950117,ASIAN,OTHER,BRAITHWAITE,GRACE,20230414,D1,60a102c796ad8b4c471f1f5830e02464
2241,006722241,04820,19730421,ASIAN,OTHER,CROFTS,REBECCA,20230414,D0,588707b2191ed3e1220d3140a14bfab0
5741,005435741,02021,19650310,ASIAN,OTHER,MCPHAIL,JARED,20230414,D0,93725f080bfa52b7ed2d705e0f3cafbc
1305,006951305,02226,19640707,ASIAN,OTHER,HINGSTON,JACKSON,20230414,D1,c4feacbfff290f23f79eec1a5c0b4d29
3037,005883037,02324,19180822,ASIAN,OTHER,WIELOCH,STEPHANIE,20230414,D0,9dcd3c6da3579b891da7d61a3edfc28e
4323,009364323,05260,19710121,ASIAN,OTHER,CROUCH,CLAUDIA,20230414,D0,3b28340c4aaafaebd08ee206e46ccb54
2704,007752704,03043,19950113,ASIAN,OTHER,MAYER,TALIA,20230414,D2,1065fcb776a99a13605992e0a7986102
0132,005240132,03806,19921016,ASIAN,OTHER,WORTHINGTON-EYRE,LIAM,20230414,D0,b9ec09cac552ab7a6e7003a4f531ac7e
4600,006174600,04520,19771215,ASIAN,OTHER,COADY,OLIVIA,20230414,D2,92a147e3c6728eb1b8c0ca7c15d0254d
3660,005513660,02075,19971010,ASIAN,OTHER,BERRY,REUBEN,20230414,D2,c79e9256c569b5706bdb37d72564375e
0786,001350786,02034,19201221,ASIAN,OTHER,WEAVER,THOMAS,20230414,D2,2ff0e281ab2c08f0584ac7095f483c83
2755,005372755,02607,19290626,ASIAN,OTHER,BROWNE,NICHOLAS,20230414,D1,2f0dabd97cd15a9a9f7275c749812f7a
5882,003785882,02617,19660630,ASIAN,OTHER,WHITTLESIS,RILY,20230414,D1,d14aec9a9c1fe5efe2461707381597fa
6326,005496326,06031,19090725,ASIAN,OTHER,LODGE,BAILEY,20230414,D1,b79d36ffd8e7e435a0404e6a168fed21
2763,002472763,02204,19780226,ASIAN,OTHER,CLARKE,ALEC,20230414,D2,f8d5ea5bdcc15fb4db67d46703f37460
0843,007190843,05540,19041109,ASIAN,OTHER,CROSSWELL,TALIA,20230414,D2,71ff441b9b456533c94b4ac4edb7f952
1841,009781841,02122,19090620,ASIAN,OTHER,DRYSDALE,TIMOTHY,20230414,D2,8d9d4bb2b7cc6bcdd27474a1b2c45069
4058,007434058,04350,,ASIAN,OTHER,MATTHEWS,RACHEL,20230414,D2,bb427ef7821b89ddd92d7f9d837ec46b
8657,005058657,07250,19190118,ASIAN,OTHER,WHITE,AIMEE,20230414,D0,764995336677f5cc16ed1ce60a25f2e6
7495,007477495,04054,19360125,ASIAN,OTHER,MCLELLAND,ARCHIE,20230414,D0,32c6a4605807bb0d0c3680eb76886d68
3634,007183634,02154,19550428,ASIAN,OTHER,MORRISON,JORDAN,20230414,D2,141c5d4c768b06edffbc9494c662e978
0052,005600052,04212,19901017,ASIAN,OTHER,STERRY,BLKAE,20230414,D0,ad30824f213f850028be9b2d4deb50f9
2721,001482721,02172,19080812,ASIAN,OTHER,RYAN,JEMMA,20230414,D1,a95947b9a3479d244cabafc1258ad349
4086,005484086,07140,19840121,ASIAN,OTHER,GRAUE,HARRISON,20230414,D0,832047b5ee30c592e6b6586b7c2a297a
0683,004740683,02576,19270705,ASIAN,OTHER,RYAN,GEORGIA,20230414,D1,7c83a9107f11bd7970874eecc21ea575
1694,004981694,02217,19470522,ASIAN,OTHER,BISHOP,MYA,20230414,D1,ac597bde39889c1c67d6ab5dc22b5584
9438,005659438,02036,19200404,ASIAN,OTHER,GODFREY,MIHCAEL,20230414,D1,d3c6ab1ea29939a17afd65735f5b2b3f
9183,009769183,05032,19590824,ASIAN,OTHER,NGUYEN,ALEXANDER,20230414,D1,9377c9d819a3b68af041a1a3ef878ad5
8870,003378870,06102,19850122,ASIAN,OTHER,SALT,JESSICA,20230414,D2,920e73cdb36fd12b88f519695609e3c3
3916,004153916,03150,19690406,ASIAN,OTHER,MASON,JASSIM,20230414,D0,a29f17d9cfc916e3b65f8da09425300c
0658,002860658,03249,19440526,ASIAN,OTHER,DARONCO,TIANA,20230414,D0,aded1e0a7960da0b05391c57f44c0026
0921,003600921,07010,19951021,ASIAN,OTHER,LESZCZYNSKI,,20230414,D1,c94242c1350c9bc28a7b6449b75469cd
5825,009625825,03186,19970823,ASIAN,OTHER,FRANKLIN-BROWNE,JOEL,20230414,D2,cee12c1238cea59d8d72b4f79123d252
8996,005928996,04575,19570413,ASIAN,OTHER,WOJTYNA,MITCHELL,20230414,D2,064308374ba8954331329b4ad71f00d4
7842,001997842,02176,19000518,ASIAN,OTHER,BLAKE,ABBEY,20230414,D0,e57058c24e19e507fa7917de3f70fc08
8074,005568074,02077,19850531,ASIAN,OTHER,EGAN,TEEGAN,20230414,D0,0c413372228df6cf4a4f9ed6dd0e6985
2545,006742545,06169,19790823,ASIAN,OTHER,BENEGER,JAYDEN,20230414,D0,cbda742faa58072a96ac6b3a1eef88e3
3650,001653650,05118,19640522,ASIAN,OTHER,MYCKO,FERGUS,20230414,D1,02d060b950e8ca6d5852f1ec2b6f9c2f
3303,005963303,02428,19210914,ASIAN,OTHER,MANDICA,ROHAN,20230414,D2,64b4ba8b2e5d77f7fcd46dc1b9698712
2481,005102481,02760,19560402,ASIAN,OTHER,CHARLOTTE,PASTARS,20230414,D0,16a9e236658f1077d8312f61f1bfbaa9
4510,003774510,06522,19320515,ASIAN,OTHER,SMALLACOMBE,GEORGIA,20230414,D2,01983aeb88865ef7a0a25309b9816bfd
5290,004115290,02448,19850130,ASIAN,OTHER,MIELS,ROBBIE,20230414,D0,c81781043d767a67ded65a26ac9c077a
2346,003982346,02230,19290903,ASIAN,OTHER,NOACK,TAHNI,20230414,D2,414f743590b2d5f632bc64f415661c32
2198,001262198,05014,19400318,ASIAN,OTHER,REES,INDIA,20230414,D2,bc7282b1073ca74b543d125cd87c6e98
1211,007241211,03131,19960319,ASIAN,OTHER,GADEN,ALEXANDER,20230414,D0,2fa43315e3802613a7e474671aa2a81a
5788,007055788,04818,19000927,ASIAN,OTHER,PATERSON,ANTHONY,20230414,D0,127b062472ff446102aa6cb0533c8015
8487,006108487,02601,19690605,ASIAN,OTHER,MATTHEWS,KIANDRA,20230414,D2,18507f901e0ad45a7778b56bf84d2426
1276,006341276,03053,19401221,ASIAN,OTHER,WHITE,JACQUELINE,20230414,D2,3f696818da954f75182b722164451a5c
0198,004980198,04503,19060126,ASIAN,OTHER,CMARCH,INDIA,20230414,D2,ef2bc81572d5157d5f64b1ebf46f9f31
9375,009369375,02030,19060615,ASIAN,OTHER,RYAN,DAKOTA,20230414,D1,216758b28dd6bb5e99d37fab672d6b0c
3253,007823253,05072,19140122,ASIAN,OTHER,BLUNDEN,RUBY,20230414,D2,1be832e7b5e1069cf16ee1217f379ebb
7912,002557912,03825,19670726,ASIAN,OTHER,HEMMINGS,BAILEE,20230414,D1,9320d3a2772eeb5de9de50482e5f9f62
3209,004773209,04701,19240114,ASIAN,OTHER,GOONAN,ERIN,20230414,D1,91dd53580b47698dfb3f65bca674aaed
0937,008530937,06051,19521205,ASIAN,OTHER,WENT,EMIILY,20230414,D1,78eeb40ad35a19de35bc560267c45a2f
5666,003775666,02260,19570821,ASIAN,OTHER,BISHOP,NELLIE,20230414,D1,8e1e5ed1e96cdabb21582a211528b742
7130,002537130,04223,19520712,ASIAN,OTHER,ASPINALL,BETHANIE,20230414,D2,2f9251c004047814cad6f8ec193ad753
1547,002121547,03237,19960701,ASIAN,OTHER,COULSON,KYNAN,20230414,D2,1d7454bca29fa4f90e90dc958febe7c7
6282,008156282,03108,19920926,ASIAN,OTHER,NGUYEN,SANA,20230414,D2,5d259bb332747a825bb5897d1c04fcdb
4124,004904124,02205,19380820,ASIAN,OTHER,LOWE,LAKLYNN,20230414,D2,a2c3816626d04d95ea83646eae7169d3
5524,003995524,02590,19241008,ASIAN,OTHER,COATSWORTH,DOMINIC,20230414,D0,d1b7de52539d3100aed2d78ef3843a76
0214,007820214,04005,19730729,ASIAN,OTHER,WHITE,JAMES,20230414,D0,1cbf5485b63991400fbbc286e59b45b8
2407,002342407,06020,19280312,ASIAN,OTHER,BULLOCK,CHLOE,20230414,D1,f149f5a5ac0ceaedd2eb41efd9f1a91d
0580,008970580,02065,19420225,ASIAN,OTHER,QUINZI,DANIELLA,20230414,D0,2a95be6096e36a521c28d538c01281fa
8274,005698274,03038,19981009,ASIAN,OTHER,GEO,EVAN,20230414,D2,9ee7d9b0a7b84bf3117cef1e8414a856
6651,005476651,04568,19121027,ASIAN,OTHER,SCHUSTER,KYLE,20230414,D2,7c677d9cde4e1d9c46892f9a22abde53
4381,002024381,02031,19741222,ASIAN,OTHER,JEFFRIES,EMIILY,20230414,D0,70174864a1d726e88fcb03a8d826184b
1398,008901398,03028,19000305,ASIAN,OTHER,DOMHOFF,NATHAN,20230414,D0,ae3e2966c9c292487d3876a87288f58b
5096,009105096,02107,19480603,ASIAN,OTHER,RAWLINGS,CAITLIN,20230414,D0,cb1b270b553c648468b2f40207d24215
4261,008844261,03108,19250615,ASIAN,OTHER,MCGREGOR,EMMET,20230414,D2,f91725bad472b56f238c31878a37249a
7305,007617305,05162,19830304,ASIAN,OTHER,RYAN,THOMAS,20230414,D0,8c48a20ad901b72b3053404cdb6a6199
0827,004520827,05431,19000305,ASIAN,OTHER,NEWPORT,TERESA,20230414,D0,46a0ca6137248c39c2144ccc7ce3811f
4108,006984108,06163,19850720,ASIAN,OTHER,CAMPBELL,SOPHIE,20230414,D0,f7bf4ad23747ce1a42518d6a40f189b0
0010,005860010,03161,19760927,ASIAN,OTHER,MARRING,JED,20230414,D1,206a7848b923fce32d9b9988bb47ee47
2925,005772925,02840,19990529,ASIAN,OTHER,MAC DONELL,TAYLOR-SAIGE,20230414,D2,257b9342348739286d9026ed386bb51c
7710,003327710,02229,19810509,ASIAN,OTHER,WHITELEY,LACHLAN-JOHN,20230414,D2,bc8f1405d8ed5deba553ed86b4ea4b71
0729,007120729,04342,19311029,ASIAN,OTHER,LUKEMAN,TEEGAN,20230414,D0,543d6f21b8ddc5f3eb201a9710cd28fa
2763,002472763,02204,19780226,ASIAN,OTHER,CLARKE,ALEC,20230414,D0,5c70ce85e8beada454a330297de7e72a
8770,009668770,03073,19490822,ASIAN,OTHER,VORRASI,MONTANA,20230414,D0,695a7ea5e9d8082778c8a8e1489715ad
5561,007895561,05900,19351112,ASIAN,OTHER,MODYSTACH,ANNABELLA,20230414,D0,fb50261ed1461537f59ef06e7aef2c96
8739,008488739,02650,19500501,ASIAN,OTHER,KONTIBAS,HAYLEY,20230414,D1,c337649a4e509524d50c58a6848db375
3479,007103479,02061,19860611,ASIAN,OTHER,SHEPHERD,DANIEL,20230414,D1,7fcb8457b03a22d0a2992cc1f095c8fc
7425,001517425,03175,19790501,ASIAN,OTHER,KUMPUS,CHARLES,20230414,D1,0a2e08de8ac79417a4c51039f54f2fd6
5061,003385061,02515,19400608,ASIAN,OTHER,,TOBY,20230414,D0,bffa71ff85a7ca989cc741ba58eb90a2
6432,006306432,06215,19530625,ASIAN,OTHER,VICTORIA,WHITE,20230414,D0,40fba917442a27b2a4df68ddc3a63de9
7022,003697022,05320,,ASIAN,OTHER,RIDING,OLIVER,20230414,D0,15a59a56f1a0f01e86dc03bafec3716b
5689,005665689,03929,19040325,ASIAN,OTHER,CAMPBELL,,20230414,D1,a9b364f513f38b4dbac3564a05330529
2910,009472910,03070,19450928,ASIAN,OTHER,BISHOP,DESI,20230414,D1,2df2207ef43d0d09b0130b63789a40f8
9610,002019610,02650,19461009,ASIAN,OTHER,KLUS,JORDAN,20230414,D2,69246eb5aa0dbcdc27c50ab385b72ac5
2895,009522895,05048,19020814,ASIAN,OTHER,GOODE,CAITLI,20230414,D2,4345efbfa99b733acf5fb3a36e272dc6
8082,006838082,02212,19241203,ASIAN,OTHER,AL LIK,ELLA,20230414,D0,7450d7151f46e7e30dfa474df3d0b940
8118,006108118,06027,19701008,ASIAN,OTHER,OLLWITZ,ALEXANDER,20230414,D1,c6d3726db56c9651c2dd301b223183aa
8715,001428715,03197,19350208,ASIAN,OTHER,TEAGUE,EMIILY,20230414,D1,fdcd5da2b1bdfd496af309c31371a4c5
4076,008084076,02133,19950620,ASIAN,OTHER,LUSTED,PETREECE,20230414,D0,12c18edcc9bacd9d0c1fa6b28890eadf
2456,009322456,03129,19821215,ASIAN,OTHER,,TREY,20230414,D1,409303078dc72eea2467d9d71bb897ea
1940,002051940,02141,19661231,ASIAN,OTHER,BEZOS,FINLAY,20230414,D0,a4ce1314ce2c2eab912af4be27c81169
0874,006650874,02455,19110311,ASIAN,OTHER,RAUCH,EMMA,20230414,D0,47c189f5c8af50be8feb297201c7d5ad
0584,007670584,03280,19480615,ASIAN,OTHER,HARE,MIA,20230414,D1,020fe21bd0c58cf618763d89f9a866b0
1980,005911980,04427,19570527,ASIAN,OTHER,WHITELEY,GABRIELLE,20230414,D0,46c9301090cae3fd60f4d6cd2c8270d3
0732,006210732,06103,19180829,ASIAN,OTHER,STEARNES,ISABELLA,20230414,D0,4fde52e16ffd808fb0bc0e9ba961753e
8563,002388563,03186,19661114,ASIAN,OTHER,HERBERT,,20230414,D1,ecba273ddc3c28160d4591c8a4ee8949
5975,007925975,07607,19690905,ASIAN,OTHER,BRANGWEN,AMBER,20230414,D2,ce3abe72ec1a7ee039a2b5e4e1259507
3052,009013052,02126,19890420,ASIAN,OTHER,RYAN,JAMES,20230414,D2,88e364dc744f9a8c010e924e624236a2
6398,003406398,03690,19040718,ASIAN,OTHER,DUNSTONE,JACK,20230414,D2,a8cbc73522f05d5cd61ed8c977296a31
0861,005010861,02290,19780527,ASIAN,OTHER,MORCOM,LACHLAN,20230414,D0,0a3f9e7e6ca17d37abb0f501aafe5532
5905,009415905,03305,19110228,ASIAN,OTHER,BENKOVIC,MATTHEW,20230414,D1,464955cde8519fbf14ead5f8693794b5
3290,006063290,05107,19730713,ASIAN,OTHER,MOYSE,BAILEY,20230414,D1,1ddd0bd2aa49136e3626ff4d0110abf3
0943,007680943,02452,19110813,ASIAN,OTHER,TIEFENABCH,HARRISON,20230414,D2,ef02b6c55fa02c5e20316299a7fab5a0
1827,008391827,05452,19390212,ASIAN,OTHER,NABIALEK,MELANIE,20230414,D0,956a528c6c953372068ee692400e2272
2408,009442408,04740,19580118,ASIAN,OTHER,GEUE,CARLIN,20230414,D0,ddf3ddddb17a36f92df23897974b9dcb
9954,003749954,03840,19600410,ASIAN,OTHER,SHEPHERD,SHANDRIL,20230414,D0,a702ed5a42d9f1fe21fe8f3409f9d901
4101,001404101,03057,19640831,ASIAN,OTHER,,EBONY,20230414,D0,a5d15cbe1fe37fc2ee27a48c7aab5f4b
8367,007158367,02550,19990826,ASIAN,OTHER,HOWIE,CONNOR,20230414,D1,2819c04b6c2fd547986457b680ac7399
9500,005039500,02758,19190528,ASIAN,OTHER,HABERFIELD,BRADLEY,20230414,D2,41138b271ac5029f04e07e71129793be
5329,003265329,02151,19980930,ASIAN,OTHER,WISBY,COOPER,20230414,D1,c15aaa3a39a21f81c7dce53813d520a6
9851,002069851,02280,,ASIAN,OTHER,BERRY,HANNAH,20230414,D1,30caaffa2d607cbb3dcf4ecd234b1803
6456,004666456,04069,19501221,ASIAN,OTHER,WORSLEY,ISABELLA,20230414,D1,89922650f664dfda9620334b8ff687dd
2787,002682787,02289,19910919,ASIAN,OTHER,STEPHENSON,PATRICK,20230414,D1,c45abf5651bb0d01da74b3758fb732be
5333,004285333,06210,19560921,ASIAN,OTHER,HAWES,TAKEISHA,20230414,D2,791e20f703170b66cf96e88a86c62ffa
1914,003821914,03220,19520115,ASIAN,OTHER,MERCORELLA,JYE,20230414,D0,76c5a9c3292ec936ddce07e451dcb5c4
0053,005230053,03061,19180415,ASIAN,OTHER,MOLLJ,PAUL,20230414,D1,ceb611f37ecc9d74efe5fc5493d234f1
2352,008612352,07325,19741129,ASIAN,OTHER,MASON,ELLA,20230414,D1,8954ecc5241438c78046aca490c88274
1414,003941414,03181,19600421,ASIAN,OTHER,JESSUP,CHRISTIAN,20230414,D1,fc7f2af908e29242219eff5e826df146
3718,007623718,02605,19571107,ASIAN,OTHER,CHUBB,HAYLEY,20230414,D1,bf2f820bb26cd057707853ad5322db2f
6796,007376796,02207,19480807,ASIAN,OTHER,REID,LUCY,20230414,D2,3e5e54decac5a52970cdb5b8b3c4b7d0
3364,008733364,02535,19020607,ASIAN,OTHER,REID,TEEGAN,20230414,D1,ed5259b9eb3e1701aa31ff7d5ca4a948
5126,002245126,04006,19440229,ASIAN,OTHER,KUMA,FRASER,20230414,D1,bcf52567a0ea306fcbd681bda378ec31
8454,008308454,02800,19330525,ASIAN,OTHER,PRINGLE,JESSICA,20230414,D2,b3e65c6c7656731cd0d7ef9ad3549791
1637,002731637,02217,19921118,ASIAN,OTHER,ROBSON,GRACE,20230414,D2,6df0b5b619605751597b9edf1f2afbfc
0689,007550689,07030,19110115,ASIAN,OTHER,BOBROFF,BAYDEN,20230414,D0,1b84e47927ea250daf467e3b9b0cfaeb
4552,005454552,06026,19450529,ASIAN,OTHER,RYAN,JASON,20230414,D0,a6e735bd93f4972fe56ce3f36667a165
5622,005735622,03498,19320413,ASIAN,OTHER,RAWLINGS,SACHIN,20230414,D1,78cc174e8135a89568a16dd6989125b0
4722,001374722,06053,19311024,ASIAN,OTHER,BRISTOW,LEWIS,20230414,D2,58f44233b9e9daa7e80d412a7d7628c7
3126,008593126,03173,19800805,ASIAN,OTHER,BAYNES,HEATHER,20230414,D2,88443a80d4244639a800977a716ab9fd
2729,002542729,04051,19890906,ASIAN,OTHER,WISEMAN,,20230414,D1,a9ca4cb111458075fe7cdb7ba6a09170
6004,002756004,02259,19390213,ASIAN,OTHER,RYAN,SEAN,20230414,D2,c4afbc51ce935695a4c5acae3743c85b
6588,009226588,02148,19460521,ASIAN,OTHER,DONALDSON,BRIANNA,20230414,D2,69cbc3f1713889860dbff934c018ac60
4776,009564776,02150,19720603,ASIAN,OTHER,MORRISON,SARAH,20230414,D1,8bcdc3731e533600be4318bf0bb64724
2160,009212160,02234,19841211,ASIAN,OTHER,MACPHAIL,BRYDEE,20230414,D1,dcdc62638e11bea876a5ae9af415d80a
1204,008571204,03134,19660221,ASIAN,OTHER,RYAN,MICHAEL,20230414,D1,82dfb0d91b7a84d9dc2bdcf0ec8feb70
4288,006674288,05022,19231016,ASIAN,OTHER,MCCARTHY,JOSHUA,20230414,D2,e192ee5127bf08aa009a6cdfdb830da7
1070,008031070,03260,19741119,ASIAN,OTHER,NOBLE,LACHLAN,20230414,D2,8577ea53556575555371199b43d508c5
9514,004259514,02122,19140812,ASIAN,OTHER,BOYLE,CHLOE,20230414,D1,9fb6a44a0db8a8054f162ad5b26486cc
8759,008698759,07250,19690925,ASIAN,OTHER,POUMAKO,JACK,20230414,D1,bcca4ffe941df54cdf9b37c33f743bef
0325,003880325,03186,19140904,ASIAN,OTHER,WHITE,OLIVER,20230414,D2,416edf7b76cd0de66bbe2da9b88c73b3
7488,002357488,04505,19640204,ASIAN,OTHER,MCAHON,TOBY,20230414,D2,15e63a217cdf53174bcffb7bc0c1a43d
7072,008197072,02115,19461128,NHOPI,OTHER,REID,EVANGELIA,20230414,D0,48b8dacdfd2bfe9d55ebb34bb8a1c4ac
7529,001067529,03149,19830907,NHOPI,OTHER,REID,JESSICA,20230414,D0,cc0f4a244ce2a683a9e06f034118cfe5
6797,002046797,03820,19861129,NHOPI,OTHER,CAMPBELL,ROHAN,20230414,D2,8f1ff6ab0c88fb1f9fd243acdc3d4b76
1717,002551717,02675,19680120,NHOPI,OTHER,ATSAVES,ISABELLA,20230414,D0,331b508f6535cc8cec94ba367caa5271
5428,005015428,04350,19250303,NHOPI,OTHER,DE SCISCIO,ELLIE,20230414,D0,c8a59b8ccdd4ca6bd9f03fefded99586
8335,001308335,05268,19850602,NHOPI,OTHER,ROLLINS,EBONY,20230414,D0,26a2bdc9276eebdeca18a1d8cd43e143
8345,005678345,04017,19100222,NHOPI,OTHER,COFFEY,WILSON,20230414,D0,d898f07866bd3207a32f8489a5582d8c
6019,004746019,03003,19300717,NHOPI,OTHER,REID,STEPHANIE,20230414,D0,647a277472bf2144b95b6da1a4687460
8391,008638391,02372,19231114,NHOPI,OTHER,SNELL,SOPHIE,20230414,D0,f03df4715cefdd055acd68f6d374a4d8
7840,009227840,07253,19910511,NHOPI,OTHER,BANHAM,AMBER,20230414,D2,b7b1a8190126a18f580d25ee50c6103e
1384,004941384,05013,19640519,NHOPI,OTHER,THEODORE,ANITA,20230414,D2,66db5964dcf3c80d1a2090a034cc83c2
1061,008891061,02800,19930226,NHOPI,OTHER,CAIRE,LACHLAN,20230414,D0,c8006353df23aafab186e508d518dee8
7706,009407706,02518,19100130,NHOPI,OTHER,RYAN,KADE,20230414,D1,9b868141dca121dc2ca13a36536923e8
1042,002751042,03465,19110712,NHOPI,OTHER,WEBB,TIMOTHY,20230414,D1,07f29d71a6520ea35fa2bd50c20e9e33
2567,005302567,06443,19510806,NHOPI,OTHER,GRBOVAC,CARMEN,20230414,D0,35ad0a298af2d3ce3a3878794973daa1
5386,006655386,06210,19240229,NHOPI,OTHER,BISHOP,FRASER,20230414,D1,3519a339c71f3aa3ffab95a922f55607
1162,005671162,04104,19590624,NHOPI,OTHER,NEDERPEL,BROOKE,20230414,D2,7ecf8660ac5a1b8e9c878682bfb20e69
2768,002692768,03280,19510721,NHOPI,OTHER,EVERTET,,20230414,D0,66ac6c6f1faadff4f7a2e102c4288ab8
8557,009658557,02259,19391019,NHOPI,OTHER,NOBLE,JOSHUA,20230414,D1,936a30f4e3a95442045086abcbeba0af
7278,002387278,03212,19350414,NHOPI,OTHER,STANLEY,JOSHUA,20230414,D1,81fdaadc896732300ad8262c913a4f0c
7171,001197171,04503,19940410,NHOPI,OTHER,WHITELEY,STEPHANIE,20230414,D2,bec1bc07d88478743b69b7c2d46da46e
8165,008738165,04310,19070427,NHOPI,OTHER,CAMPBDLL,CONNOR,20230414,D0,3b7c2a2439be5949fdeacca6314b54a3
7303,002587303,02656,19560920,NHOPI,OTHER,MILLAR,TAYLOR,20230414,D1,39f1a40dbfd0d700d9f9bca8aedf99ad
5642,009705642,06230,19770819,NHOPI,OTHER,NORRISON,ELISE,20230414,D1,b4ab96a9e6796d5ce07a8ee9c73a0dd2
9128,001009128,02148,19450301,NHOPI,OTHER,NEWEY,ANNABELLE,20230414,D2,5b720eaefce16dfc6f77f5a3de87ac98
6486,003686486,06160,,NHOPI,OTHER,MAXNI,MUSOLINO,20230414,D2,107d6cbc19e13262911df6f340c54bda
0867,006760867,06530,19210508,NHOPI,OTHER,SMALLACOMBE,HUGH,20230414,D0,c270523dc0151a108f6235eb7b192453
7171,003557171,03079,19130226,NHOPI,OTHER,MASON,MARCUS,20230414,D1,987095375fdec40fc7cb41e3206fec38
3874,003083874,06163,19670831,NHOPI,OTHER,HAYAM,LACHLAN,20230414,D1,1cb73246b2a27ddb7a0f17910139903b
6195,001186195,02034,19001205,NHOPI,OTHER,WEAVER,LUKE,20230414,D1,decb7db6995d8fc88b29014a073abed1
7323,005697323,06233,19431011,NHOPI,OTHER,JEFFRIES,BAILEY,20230414,D0,ece67b7ebe1ec4be03f40f77d7b4c707
0223,009440223,02640,19710709,NHOPI,OTHER,WEBB,PHOEBE,20230414,D0,c2b1b03adc5c5386b47e3042c1bfea68
9959,003379959,04152,19770812,NHOPI,OTHER,HOWIE,BAILEY,20230414,D0,193a5be7d73a7fdf36e9eb3ef13f3393
6925,001796925,06011,19390305,NHOPI,OTHER,HATHQWAY,NICHOLAS,20230414,D0,58b2911b7a7b3984263ce41b589436d4
8122,004658122,03184,19460811,NHOPI,OTHER,EMIILY,WEAVER,20230414,D2,eea892289747a33c286eb262b7bad70e
9961,009629961,04127,19460707,NHOPI,OTHER,MCHENRY,ABII,20230414,D2,05e5043a806cbbe0e2f0824a095d44f9
1231,008771231,02075,19360610,NHOPI,OTHER,MOUBARAK,BRODY,20230414,D0,94b11b6dc7f97f584dfc5f215783fca8
